user_id,group,revenue_pre,revenue_exp,volume_pre,clicks_exp
cf7f6389-95e8-44b1-88d9-71a784d0eea3,control,126.1748221682233,131.4957569787687,125.44707051293312,13.0
6b129f09-fb5f-42df-bde3-a0daf9476c31,control,95.27857533026943,105.80396755012836,95.42308059574424,10.0
f5ce5d40-a918-482f-bd4a-27ade2af0d97,treatment,101.39736942090263,101.78741751593714,99.8483521728566,10.0
82592e1a-b6b7-42bf-a625-1fc138f92d3e,control,68.8556133579186,56.85196963775158,71.32656102752205,5.0
549b14a8-fc08-4224-bf8e-931a7a50e6ff,control,112.97443542812164,101.96080542993516,112.34464220000868,10.0
9d82a2d2-c6cc-45e2-95ca-7fa3cd717575,control,102.909721055154,106.79696563241365,104.31995485432157,10.0
e88423be-db1b-4b85-83a3-8eb6676724eb,treatment,57.20985856543413,51.67135767057804,57.36174786764533,5.0
f6696e27-b8f5-444e-980b-017786ff0f7e,treatment,58.95822424142125,85.79515945356404,57.883775932043726,8.0
9e0695ce-d4e2-44f1-b37f-04c58bbf491a,control,61.03976098068601,75.59497289918812,59.64980653131531,7.0
1d7cdf5a-9c3d-46ee-a508-aa2b0cb5e2df,treatment,154.58624078690056,150.6530483750078,154.6147776524655,15.0
b8601f41-47fb-4154-b02c-355cdf207fad,control,121.79696561771974,122.68744184398012,121.35984563296265,12.0
ca3848c7-2300-40bb-8bfd-04df1fea1ff5,control,157.51794116089283,135.673799477416,155.09388063218242,13.0
acab8c5d-de12-4d1e-8036-051a93b7f5fc,treatment,112.13120417916228,112.27205606497652,111.40521540693912,11.0
cac0c805-8d3e-422b-865e-bb91f0debb00,treatment,151.37710881105215,164.8582076100864,151.13834936528605,16.0
3c450648-6887-4d24-b105-322a419c221d,control,109.7984013549437,137.4795795532094,109.21485218084456,13.0
360d0b02-6d77-40ff-a441-1bc42f0aed11,treatment,89.6290887328908,90.02828400614005,89.76825418062914,9.0
1cb43853-cff4-4a22-bb32-6bc387696f11,control,100.25832561636572,107.43661073503426,99.44961956711217,10.0
44cb7cb4-7274-4af9-ab83-0523472cfa31,treatment,117.68185151709967,127.9992549778244,116.5590601771964,12.0
d4c2b19c-1ebd-4e03-8f87-f5874d5e4256,treatment,80.6331762093944,89.28161641487739,81.02704784040104,8.0
0503b5e0-3dc8-4367-b9f4-a42441754540,control,61.74827719223119,39.19356642845093,60.70660599908415,3.0
f5c170b2-9027-4ec4-b044-8a12c8f4088b,control,145.8911292068468,121.0388198662724,146.9220220964576,12.0
a8c7e4d4-64f9-41d3-b7d2-bf10b5e0734a,control,131.5691271118067,122.88979246184948,130.25834910184273,12.0
45dfcda5-9709-4a1f-a7c3-eaa0345158e2,treatment,97.15559458950356,90.46983132302972,97.81544988399384,9.0
43ad32d3-4ae7-42e5-a2c4-222a8ec46304,control,89.92681910879037,116.9143699231597,90.62474910734132,11.0
096d328b-4623-4500-80c1-60becda704e1,control,114.05386440868838,112.01829449858457,115.64800052279992,11.0
